20.857691006124377	24.881224640179365	5.54211877561211
27.92640876008919	24.592995896570734	13.780275436136147
26.46105699463473	24.652745983220427	12.07249789758352
38.35599828824137	24.167726761391737	25.93532185734686
55.10132968760928	23.484931663533594	45.45097776580481
48.879934793892616	23.738610604484847	38.200323889764185
55.22113468394153	23.48004658468722	45.59060313533452
67.14725052199377	22.993756212970972	59.48975911313879
70.69978942875888	22.84890054588151	63.630025152212475
63.96663007973741	23.12344681116373	55.78294121589339
70.05897758590373	22.875029809884456	62.8831982827426
88.00394363329767	22.143319307645374	83.79695473925082
